n03467517,guitar,a stringed instrument usually having six strings, played by strumming or plucking.,,,,
n04373894,"sword, blade, brand, steel",has bow a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard.,,,,,
n03038685,"classroom, schoolroom",a room in a school where lessons take place.,,,,,
n01794158,"turkey, Meleagris gallopavo",large gallinaceous bird with fan-shaped tail, widely domesticated for food.,,,,
n07844042,milk,a white nutritious liquid secreted by mammals and used as food by human beings.,,,,,
n02933112,cabinet,a piece of furniture resembling a cupboard with doors and shelves and drawers, for storage or display.,,,,
n10150071,guard,a person who keeps watch over something or someone.,,,,,
n12620196,"rose, rosebush",any of many shrubs of the genus Rosa that bear roses.,,,,,
n02686568,aircraft,a vehicle that can fly.,,,,,
n04594218,wire,ligament made of metal and used to fasten things or make cages or fences etc.,,,,,
n07557434,dish,a particular item of prepared food," ""she prepared a special dish for dinner"".",,,,
n03691817,"lounge, waiting room, waiting area",a room (as in a hotel or airport) with seating where people can wait.,,,,,
n07573696,"meal, repast",the food served and eaten at one time.,,,,,
n00482298,"tennis, lawn tennis",a game played with rackets by two or four players who hit a ball back and forth over a net that divides the court.,,,,,
n04962062,"ash grey, ash gray, silver, silver grey, silver gray",a light shade of grey.,,,,,
n03574816,instrument,a device that requires skill for proper use.,,,,,
n00478262,"soccer, association football",a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal.,,,,,
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",has bow electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance.,,,,,
n15019030,sand,a loose material consisting of grains of rock or coral.,,,,,
n03073977,"column, pillar",(architecture) a tall vertical cylindrical structure standing upright and used to support a structure.,,,,,
n03316105,"facsimile, facsimile machine, fax",duplicator that transmits the copy by wire or radio.,,,,,
n03015254,"chest of drawers, chest, bureau, dresser",furniture with drawers for keeping clothes.,,,,,
n12102133,grass,narrow-leaved green herbage, grown as lawns, used as pasture for grazing animals, cut and dried as hay.,,
n14844693,"soil, dirt",the part of the earth's surface consisting of humus and disintegrated rock.,,,,,
n02764614,"axis, axis of rotation",the center around which something rotates.,,,,,
n03743902,"memorial, monument",a structure erected to commemorate persons or events.,,,,,
n03032252,"cinema, movie theater, movie theatre, movie house, picture palace",has bow a theater where films are shown.,,,,,
n02834778,"bicycle, bike, wheel, cycle",a wheeled vehicle that has two wheels and is moved by foot pedals.,,,,,
n09931418,"coach, private instructor, tutor","a person who gives private instruction (as in singing, acting, etc.).",,,,,
n03738472,mechanism,device consisting of a piece of machinery, has moving parts that perform some function.,,,,
n02881193,bowl,a round vessel that is open at the top, used chiefly for holding food or liquids,.,,,
n03800933,"musical instrument, instrument",any of various devices or contrivances that can be used to produce musical tones or sounds.,,,,,
n03316406,"factory, mill, manufacturing plant, manufactory",a plant consisting of one or more buildings with facilities for manufacturing.,,,,,
n03877845,palace,official residence of an exalted person (as a sovereign).,,,,,
n02821627,"bedroom, sleeping room, sleeping accommodation, chamber, bedchamber",a room used primarily for sleeping.,,,,,
n04317420,stick,an implement consisting of a length of wood," ""he collected dry sticks for a campfire"""," ""the kid had a candied apple on a stick"".",,,
n07923748,juice,the liquid part that can be extracted from plant or animal tissue by squeezing or cooking.,,,,,
n03972524,pocket,a small pouch inside a garment for carrying small articles.,,,,,
n04005630,"prison, prison house",has bow a correctional institution where persons are confined while on trial or for punishment.,,,,,
n04137444,"satellite, artificial satellite, orbiter",man-made equipment that orbits around the earth or the moon.,,,,,
n04199027,shoe,footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material.,,,,,
n04391838,"tape, tape recording, taping",a recording made on magnetic tape," ""the several recordings were combined on a master tape"".",,,,
n02715513,"anteroom, antechamber, entrance hall, hall, foyer, lobby, vestibule",a large entrance or reception room or area.,,,,,
n02935658,"cafe, coffeehouse, coffee shop, coffee bar",a small restaurant where drinks and snacks are sold.,,,,,
n04574999,wheel,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines).,,,,,
n13901321,"pipe, tube",a hollow cylindrical shape.,,,,,
n03427296,gate,a movable barrier in a fence or wall.,,,,,
n02773838,"bag, traveling bag, travelling bag, grip, suitcase",has bow a portable rectangular container for carrying clothes," ""he carried his small bag onto the plane with him"".",,,,
n07575076,"lunch, luncheon, tiffin, dejeuner",a midday meal.,,,,,
n07583197,soup,liquid food especially of meat or fish or vegetable stock often containing pieces of solid food.,,,,,
n03306869,"extension, telephone extension, extension phone",an additional telephone set that is connected to the same telephone line.,,,,,
n05238282,"skin, tegument, cutis",a natural protective body covering and site of the sense of touch," ""your skin is the largest organ of your body"".",,,,
n03793489,"mouse, computer mouse",has bow a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad, on the bottom of the device is a ball that rolls on the surface of the pad," ""a mouse takes much more room than a trackball"".",,,
n00452293,"hunt, hunting",the pursuit and killing or capture of wild animals regarded as a sport.,,,,,
n03208556,"disk, disc",a flat circular plate.,,,,,
n08640531,"resort, resort hotel, holiday resort",a hotel located in a resort area.,,,,,
n03589791,jacket,a short coat.,,,,,
n02866578,bomb,an explosive device fused to explode under specific conditions.,,,,,
n10474064,princess,a female member of a royal family other than the queen (especially the daughter of a sovereign).,,,,,
n03115180,cotton,fabric woven from cotton fibers.,,,,,
n04127904,"sail, canvas, canvass, sheet",a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel.,,,,,
n07804323,rice,grains used as food either unpolished or more often polished.,,,,,
n04295881,"stadium, bowl, arena, sports stadium",has bow a large structure for open-air sports or entertainments.,,,,,
n04105068,roof,a protective covering that covers or forms the top of a building.,,,,,
n07850329,cheese,a solid food prepared from the pressed curd of milk.,,,,,
n03684823,"locomotive, engine, locomotive engine, railway locomotive",a wheeled vehicle consisting of a self-propelled engine that is used to draw trains along railway tracks.,,,,,
n13135832,seed,a small hard fruit.,,,,,
n10403876,"passenger, rider",a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it.,,,,,
n02691156,"airplane, aeroplane, plane",an aircraft that has a fixed wing and is powered by propellers or jets," ""the flight was delayed due to trouble with the airplane"".",,,,
n02954340,cap,a tight-fitting headdress.,,,,,
n07848338,butter,an edible emulsion of fat globules made by churning milk or cream, for cooking and table use.,,,,
n07886849,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops.,,,,,
n04535252,villa,pretentious and luxurious country residence with extensive grounds.,,,,,
n10241300,"laborer, manual laborer, labourer, jack",someone who works with their hands, someone engaged in manual labor.,,,,
n02206856,bee,has bow any of numerous hairy-bodied insects including social and solitary species.,,,,,
n07697825,"bomber, grinder, hero, hero sandwich, hoagie, hoagy, Cuban sandwich, Italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep",a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments), different names are used in different sections of the United States.,,,,
n04592741,wing,one of the horizontal airfoils on either side of the fuselage of an airplane.,,,,,
n07712559,"chip, crisp, potato chip, Saratoga chip",a thin crisp slice of potato fried in deep fat.,,,,,
n07858978,honey,a sweet yellow liquid produced by bees.,,,,,
n04372370,"switch, electric switch, electrical switch",control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit.,,,,,
n05218119,"cadaver, corpse, stiff, clay, remains",the dead body of a human being," ""the cadaver was intended for dissection"""," ""the end of the police search was the discovery of a corpse"""," ""the murderer confessed that he threw the stiff in the river"""," ""honor comes to bless the turf that wraps their clay"".",
n03416489,garage,has bow an outbuilding (or part of a building) for housing automobiles.,,,,,
n02872752,boot,has bow footwear that covers the whole foot and lower leg.,,,,,
n04190052,shelf,a support that consists of a horizontal surface for holding objects.,,,,,
n03990474,pot,metal or earthenware cooking vessel that is usually round and deep, often has a handle and lid.,,,,
n04509592,uniform,clothing of distinctive design worn by members of a particular group as a means of identification.,,,,,
n08558963,"residence, abode",any address at which you dwell more than temporarily," ""a person can have several residences"".",,,,
n04157320,sculpture,a three-dimensional work of plastic art.,,,,,
n07806221,salad,food mixtures either arranged on a plate or tossed and served with a moist dressing, usually consisting of or including greens.,,,,
n07829412,sauce,flavorful relish or dressing or topping served as an accompaniment to food.,,,,,
n02076196,seal,any of numerous marine mammals that come on shore to breed, chiefly of cold regions.,,,,
n08677801,"vertex, peak, apex, acme",the highest point (of something)," ""at the peak of the pyramid"".",,,,
n02229544,cricket,has bow leaping insect, male makes chirping noises by rubbing the forewings together.,,,,
n04472243,"transmission, transmission system",the gears that transmit power from an automobile engine via the driveshaft to the live axle.,,,,,
n02810471,"battery, electric battery",a device that produces electricity, may have several primary or secondary cells arranged in parallel or series.,,,,
n03714235,"makeup, make-up, war paint",cosmetics applied to the face to improve or change your appearance.,,,,,
n04192238,shelter,temporary housing for homeless or displaced persons.,,,,,
n05302499,"mouth, oral cavity, oral fissure, rima oris",the opening through which food is taken in and vocalizations emerge," ""he stuffed his mouth with candy"".",,,,
n02984061,cathedral,any large and important church.,,,,,
n02924116,"bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle",a vehicle carrying many passengers, used for public transport," ""he always rode the bus to work"".",,,
n14820180,concrete,a strong hard building material composed of sand and gravel and cement and water.,,,,,
n04317976,"stick, control stick, joystick",a lever used by a pilot to control the ailerons and elevators of an airplane.,,,,,
n03058107,"coating, coat",a thin layer covering something," ""a second coat of paint"".",,,,
n07859284,"sugar, refined sugar",a white crystalline carbohydrate used as a sweetener and preservative.,,,,,
n03701640,machinery,machines or machine systems collectively.,,,,,
n10109443,"freak, monster, monstrosity, lusus naturae",a person or animal that is markedly unusual or deformed.,,,,,
n02129604,"tiger, Panthera tigris",has bow large feline of forests in most of Asia having a tawny coat with black stripes, endangered.,,,,
n03057021,coat,an outer garment that has sleeves and covers the body from shoulder down, worn outdoors.,,,,
n04238128,"slide, playground slide, sliding board",plaything consisting of a sloping chute down which children can slide.,,,,,
n03079136,"compact, compact car",a small and economical car.,,,,,
n03594734,"jean, blue jean, denim",has bow (usually plural) close-fitting trousers of heavy denim for manual work or casual wear.,,,,,
n02785648,"bandage, patch",a piece of soft material that covers and protects an injured part of the body.,,,,,
n03484083,"handcart, pushcart, cart, go-cart",wheeled vehicle that can be pushed by a person, may have one or two or four wheels," ""he used a handcart to carry the rocks away"""," ""their pushcart was piled high with groceries"".",,
n03899768,"patio, terrace",usually paved outdoor area adjoining a residence.,,,,,
n04549919,"ward, hospital ward",block forming a division of a hospital (or a suite of rooms) shared by patients who need a similar kind of care," ""they put her in a 4-bed ward"".",,,,
n03976657,pole,a long (usually round) rod of wood or metal or plastic.,,,,,
n10599806,"singer, vocalist, vocalizer, vocaliser",a person who sings.,,,,,
n04228054,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow.,,,,,
n03539433,"horseshoe, shoe",U-shaped plate nailed to underside of horse's hoof.,,,,,
n03206908,dish,a piece of dishware normally used as a container for holding or serving food," ""we gave them a set of dishes for a wedding present"".",,,,
n02839910,bin,a container, usually has a lid.,,,,
n03532342,hook,a curved or bent implement for suspending or pulling something.,,,,,
n02412440,lamb,young sheep.,,,,,
n04350905,"suit, suit of clothes",has bow a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color," ""they buried him in his best suit"".",,,,
n13901211,"barrel, drum",a bulging cylindrical shape, hollow with flat ends.,,,,
n10521662,"reporter, newsman, newsperson",a person who investigates and reports or edits news stories.,,,,,
n03405725,"furniture, piece of furniture, article of furniture",furnishings that make a room or other area ready for occupancy," ""they had too much furniture for the small apartment"""," ""there was only one piece of furniture in the room"".",,,
n02692232,"airport, airdrome, aerodrome, drome",an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo.,,,,,
n02828884,bench,a long seat for more than one person.,,,,,
n03906997,pen,a writing implement with a point from which ink flows.,,,,,
n03797390,mug,has bow with handle and usually cylindrical.,,,,,
n02919792,"bungalow, cottage",a small house with a single story.,,,,,
n07642933,jam,preserve of crushed fruit.,,,,,
n04028315,puzzle,a game that tests your ingenuity.,,,,,
n01846331,duck,small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs.,,,,,
n03790512,"motorcycle, bike",a motor vehicle with two wheels and a strong frame.,,,,,
n00470966,"rugby, rugby football, rugger",a form of football played with an oval ball.,,,,,
n03605722,junction,the place where two or more things come together.,,,,,
n09409752,"ridge, ridgeline",a long narrow range of hills.,,,,,
n03682487,lock,a fastener fitted to a door or drawer to keep it firmly closed.,,,,,
n10722575,trainer,one who trains other persons or animals.,,,,,
n04219424,silk,a fabric made from the fine threads produced by certain insect larvae.,,,,,
n02979836,"cast, plaster cast, plaster bandage",bandage consisting of a firm covering (often made of plaster of Paris) that immobilizes broken bones while they heal.,,,,,
n07749582,lemon,has bow yellow oval fruit with juicy acidic flesh.,,,,,
n03623556,knife,edge tool used as a cutting instrument, has a pointed blade with a sharp edge and a handle.,,,,
n04474466,trap,a device in which something (usually an animal) can be caught and penned.,,,,,
n04021798,pump,a mechanical device that moves fluid or gas by pressure or suction.,,,,,
n07757132,cherry,has bow a red fruit with a single hard stone.,,,,,
n02727825,"apparatus, setup",equipment designed to serve a specific function.,,,,,
n02879718,bow,"has bow a weapon for shooting arrows, composed of a curved piece of resilient wood with a taut cord to propel the arrow.",,,,,
n04407435,temple,place of worship consisting of an edifice for the worship of a deity.,,,,,
n13875571,loop,anything with a round or oval shape (formed by a curve that is closed and does not intersect itself).,,,,,
n03138669,"crown, diadem",an ornamental jeweled headdress signifying sovereignty.,,,,,
n03281145,"elevator, lift",lifting device consisting of a platform or cage that is raised and lowered mechanically in a vertical shaft in order to move people from one floor to another in a building.,,,,,
n02815950,beam,"long thick piece of wood or metal or concrete, etc., used in construction.",,,,,
n10542888,runner,a trained athlete who competes in foot races.,,,,,
n02908217,brush,an implement that has hairs or bristles firmly set into a handle.,,,,,
n09906704,"champion, champ, title-holder",someone who has won first place in a competition.,,,,,
n04108268,rope,a strong line.,,,,,
n04190464,shell,ammunition consisting of a cylindrical metal casing containing an explosive charge and a projectile, fired from a large gun.,,,,
n02808440,"bathtub, bathing tub, bath, tub",has bow a relatively large open container that you fill with water and use to wash the body.,,,,,
n02274259,butterfly,diurnal insect typically having a slender body with knobbed antennae and broad colorful wings.,,,,,
n02484322,monkey,any of various long-tailed primates (excluding the prosimians).,,,,,
n02534734,salmon,any of various large food and game fishes of northern waters, usually migrate from salt to fresh water to spawn.,,,,
n02990373,ceiling,the overhead upper surface of a covered space," ""he hated painting the ceiling"".",,,,
n09229709,bubble,"a hollow globule of gas (e.g., air or carbon dioxide).",,,,,
n09874725,bride,a woman participant in her own marriage ceremony.,,,,,
n03897943,patch,a piece of cloth used as decoration or to mend or cover a hole.,,,,,
n10718131,"tourist, tourer, holidaymaker",someone who travels for pleasure.,,,,,
n02694662,"alarm clock, alarm",a clock that wakes a sleeper at some preset time.,,,,,
n03497657,"hat, chapeau, lid",headdress that protects the head from bad weather, has shaped crown and usually a brim.,,,,
n04413419,terminal,electronic equipment consisting of a device providing access to a computer, has a keyboard and display.,,,,
n04256520,"sofa, couch, lounge",an upholstered seat for more than one person.,,,,,
n02932400,cabin,a small house built of wood, usually in a wooded area.,,,,
n03836062,"nursery, baby's room",a child's room for a baby.,,,,,
n03815615,"necktie, tie",neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front," ""he stood in front of the mirror tightening his necktie"""," ""he wore a vest and tie"".",,,
n07811416,herb,aromatic potherb used in cookery for its savory qualities.,,,,,
n03964495,"playpen, pen",a portable enclosure in which babies may be left to play.,,,,,
n03291819,envelope,"has bow a flat (usually rectangular) container for a letter, thin package, etc..",,,,,
n03991062,"pot, flowerpot",a container in which plants are cultivated.,,,,,
n02777734,balcony,a platform projecting from the wall of a building and surrounded by a balustrade or railing or parapet.,,,,,
n01613294,"eagle, bird of Jove",any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight.,,,,,
n12997919,mushroom,any of various fleshy fungi of the subdivision Basidiomycota consisting of a cap at the end of a stem arising from an underground mycelium.,,,,,
n09403427,rainbow,an arc of colored light in the sky caused by refraction of the sun's rays by rain.,,,,,
n02930766,"cab, hack, taxi, taxicab",has bow a car driven by a person whose job is to take passengers where they want to go in exchange for money.,,,,,
n03128519,"cream, ointment, emollient",toiletry consisting of any of various substances in the form of a thick liquid that have a soothing and moisturizing effect when applied to the skin.,,,,,
n04306847,statue,a sculpture representing a human or animal.,,,,,
n07802417,"grain, food grain, cereal",foodstuff prepared from the starchy grains of cereal grasses.,,,,,
n04371774,swing,mechanical device used as a plaything to support someone swinging back and forth.,,,,,
n02694426,"alarm, warning device, alarm system",a device that signals the occurrence of some undesirable event.,,,,,
n13871717,diameter,a straight line connecting the center of a circle with two points on its perimeter (or the center of a sphere with two points on its surface).,,,,,
n10577284,"seller, marketer, vender, vendor, trafficker",someone who promotes or exchanges goods or services for money.,,,,,
n03748162,"mercantile establishment, retail store, sales outlet, outlet",a place of business for retailing goods.,,,,,
n07724943,"bean, edible bean",any of various edible seeds of plants of the family Leguminosae used for food.,,,,,
n03816394,needle,a slender pointer for indicating the reading on the scale of a measuring instrument.,,,,,
n04435180,tile,a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces.,,,,,
n04493381,"tub, vat",a large open vessel for holding or storing liquids.,,,,,
n03832673,"notebook, notebook computer",a small compact portable computer.,,,,,
n02411705,sheep,woolly usually horned ruminant mammal related to the goat.,,,,,
n04392113,"tape, tapeline, tape measure",measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths," ""the carpenter should have used his tape measure"".",,,,
n10078806,"farmer, husbandman, granger, sodbuster",a person who operates a farm.,,,,,
n03816136,needle,has bow a sharp pointed implement (usually steel).,,,,,
n04231693,"ski tow, ski lift, lift",a powered conveyance that carries skiers up a hill.,,,,,
n07734017,tomato,mildly acid red or yellow pulpy fruit eaten as a vegetable.,,,,,
n02114100,wolf,any of various predatory carnivorous canine mammals of North America and Eurasia that usually hunt in packs.,,,,,
n03916031,"perfume, essence",a toiletry that emits and diffuses a fragrant odor.,,,,,
n03541696,"hostel, hostelry, inn, lodge, auberge",a hotel providing overnight lodging for travelers.,,,,,
n04389033,"tank, army tank, armored combat vehicle, armoured combat vehicle",has bow an enclosed armored military vehicle, has a cannon and moves on caterpillar treads.,,,,
n03631177,lace,a delicate decorative fabric woven in an open web of symmetrical patterns.,,,,,
n02848216,blade,the flat part of a tool or weapon that (usually) has a cutting edge.,,,,,
n03804744,nail,has bow a thin pointed piece of metal that is hammered into materials as a fastener.,,,,,
n03282295,embassy,a diplomatic building where ambassadors live or work.,,,,,
n03222516,"doorbell, bell, buzzer",a push button at an outer door that gives a ringing or buzzing signal when pushed.,,,,,
n07735510,pumpkin,has bow usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn.,,,,,
n01791625,"chicken, Gallus gallus",a domestic fowl bred for flesh or eggs, believed to have been developed from the red jungle fowl.,,,,
n03880531,"pan, cooking pan",cooking utensil consisting of a wide metal vessel.,,,,,
n13911045,node,a connecting point at which several lines come together.,,,,,
n03457902,"greenhouse, nursery, glasshouse",has bow a building with glass walls and roof, for the cultivation and exhibition of plants under controlled conditions.,,,,
n05266879,specimen,a bit of tissue or blood or urine that is taken for diagnostic purposes," ""they collected a urine specimen for urinalysis"".",,,,
n09472597,volcano,has bow a mountain formed by volcanic material.,,,,,
n03517647,"hideaway, retreat",an area where you can be alone.,,,,,
n02801938,"basket, handbasket",a container that is usually woven and has handles.,,,,,
n04525038,velvet,a silky densely piled fabric with a plain back.,,,,,
n04490091,"truck, motortruck",an automotive vehicle suitable for hauling.,,,,,
n07731952,"corn, edible corn",ears of corn that can be prepared and served for human food.,,,,,
n07802026,hay,grass mowed and cured for use as fodder.,,,,,
n04131208,"salon, beauty salon, beauty parlor, beauty parlour, beauty shop",a shop where hairdressers and beauticians work.,,,,,
n09289331,glacier,a slowly moving mass of ice.,,,,,
n02331046,rat,any of various long-tailed rodents similar to but larger than a mouse.,,,,,
n03239726,drill,has bow a tool with a sharp point and cutting edges for making holes in hard materials (usually rotating rapidly or by repeated blows).,,,,,
n04294879,"stable, stalls, horse barn",a farm building for housing horses or other livestock.,,,,,
n03636649,lamp,has bow a piece of furniture holding one or more electric light bulbs.,,,,,
n04453037,tooth,one of a number of uniform projections on a gear.,,,,,
n04531098,vessel,an object used as a container (especially for liquids).,,,,,
n10720453,"trader, bargainer, dealer, monger",someone who purchases and maintains an inventory of goods to be sold.,,,,,
n13136556,nut,usually large hard-shelled seed.,,,,,
n07753113,fig,has bow fleshy sweet pear-shaped yellowish or purple multiple fruit eaten fresh or preserved or dried.,,,,,
n04153751,screw,has bow a fastener with a tapered threaded shank and a slotted head.,,,,,
n07753592,banana,has bow elongated crescent-shaped yellow fruit with soft sweet flesh.,,,,,
n12582231,"palm, palm tree",has bow any plant of the family Palmae having an unbranched trunk crowned by large pinnate or palmate leaves.,,,,,
n07576182,buffet,a meal set out on a buffet at which guests help themselves.,,,,,
n03721047,marble,a small ball of glass that is used in various games.,,,,,
n02948072,"candle, taper, wax light",has bow stick of wax with a wick in the middle.,,,,,
n02916350,"bullet, slug",a projectile that is fired from a gun.,,,,,
n04181228,"shackle, bond, hamper, trammel",a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner).,,,,,
n02503517,elephant,five-toed pachyderm.,,,,,
n04230808,skirt,a garment hanging from the waist, worn mainly by girls and women.,,,,
n03159535,"dairy, dairy farm",a farm where dairy products are produced.,,,,,
n03219135,"doll, dolly",a small replica of a person, used as a toy.,,,,
n09366017,"natural depression, depression",a sunken or depressed geological formation.,,,,,
n03327234,"fence, fencing",a barrier that serves to enclose an area.,,,,,
n03875218,"paint, pigment",a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid), dries to form a hard coating," ""artists use `paint' and `pigment' interchangeably"".",,,
n03481172,hammer,has bow a hand tool with a heavy rigid head and a handle, used to deliver an impulsive force by striking.,,,,
n03765561,"mill, grinder, milling machinery",machinery that processes materials by grinding or crushing.,,,,,
n03938244,pillow,a cushion to support the head of a sleeping person.,,,,,
n04118021,"rug, carpet, carpeting",has bow floor covering consisting of a piece of thick heavy fabric (usually with nap or pile).,,,,,
n10128748,"ghostwriter, ghost",a writer who gives the credit of authorship to someone else.,,,,,
n07577374,"bite, collation, snack",a light informal meal.,,,,,
n03148324,"cupboard, closet",a small room (or recess) or cabinet used for storage space.,,,,,
n04559451,"water faucet, water tap, tap, hydrant",a faucet for drawing water from a pipe or cask.,,,,,
n03724870,mask,has bow a covering to disguise or conceal the face.,,,,,
n03788195,mosque,has bow (Islam) a Muslim place of worship that usually has a minaret.,,,,,
n12142085,wheat,annual or biennial grass having erect flower spikes and light brown grains.,,,,,
n04118635,ruin,a ruined building," ""they explored several Roman ruins"".",,,,
n01482330,shark,any of numerous elongate mostly marine carnivorous fishes with heterocercal caudal fins and tough skin covered with small toothlike scales.,,,,,
n02403454,"cow, moo-cow",female of domestic cattle," ""`moo-cow' is a child's term"".",,,,
n04192858,shield,a protective covering or structure.,,,,,
n03862676,oven,kitchen appliance used for baking or roasting.,,,,,
n02873839,"booth, cubicle, stall, kiosk",small area set off by walls for special use.,,,,,
n04476259,tray,an open receptacle for holding or displaying or serving articles or food.,,,,,
n07686873,toast,slices of bread that have been toasted.,,,,,
n04600486,"workbench, work bench, bench",a strong worktable for a carpenter or mechanic.,,,,,
n10514429,"referee, ref",(sports) the chief official (as in boxing or American football) who is expected to ensure fair play.,,,,,
n02430045,"deer, cervid",distinguished from Bovidae by the male's having solid deciduous antlers.,,,,,
n02159955,insect,small air-breathing arthropod.,,,,,
n07569106,flour,fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain.,,,,,
n01772222,spider,"predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body", they spin silk to make cocoons for eggs or traps for prey.,,,,
n04071102,"refuge, sanctuary, asylum",a shelter from danger or hardship.,,,,,
n07742704,berry,any of numerous small and pulpy edible fruits, used as desserts or in making jams and jellies and preserves.,,,,
n09238926,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea.,,,,,
n07930554,punch,an iced mixed drink usually containing alcohol and prepared for multiple servings, normally served in a punch bowl.,,,,
n03593526,jar,a vessel (usually cylindrical) with a wide mouth and without handles.,,,,,
n07745940,strawberry,has bow sweet fleshy red fruit.,,,,,
n03220513,dome,has bow a hemispherical roof.,,,,,
n04215402,"sidewalk, pavement",walk consisting of a paved area for pedestrians, usually beside a street or roadway.,,,,
n04411264,"tent, collapsible shelter",has bow a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs)," ""he pitched his tent near the creek"".",,,,
n02729965,"appliance, contraption, contrivance, convenience, gadget, gizmo, gismo, widget",a device or control that is very useful for a particular job.,,,,,
n03859958,"outfit, getup, rig, turnout",a set of clothing (with accessories)," ""his getup was exceedingly elegant"".",,,,
n12433081,onion,the bulb of an onion plant.,,,,,
n03648219,"laundry, wash, washing, washables",garments or white goods that can be cleaned by laundering.,,,,,
n09820263,"athlete, jock",a person trained to compete in sports.,,,,,
n04099429,"rocket, projectile",any vehicle self-propelled by a rocket engine.,,,,,
n03871628,packet,a small package or bundle.,,,,,
n13085113,weed,any plant that crowds out cultivated plants.,,,,,
n13865298,cylinder,a solid bounded by a cylindrical surface and two parallel planes (the bases).,,,,,
n02953673,"canvas, canvass","a heavy, closely woven fabric (used for clothing or chairs or sails or tents).",,,,,
n07707451,"vegetable, veggie, veg",edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant.,,,,,
n04205318,"short pants, shorts, trunks",has bow trousers that end at or above the knee.,,,,,
n03113657,costume,the attire worn in a play or at a fancy dress ball," ""he won the prize for best costume"".",,,,
n03513137,helmet,a protective headgear made of hard material to resist blows.,,,,,
n04456115,torch,a light usually carried in the hand, consists of some flammable substance.,,,,
n03908204,pencil,has bow a thin cylindrical pointed writing implement, a rod of marking substance encased in wood.,,,,
n03003091,chalk,"a piece of calcite or a similar substance, usually in the shape of a crayon, that is used to write or draw on blackboards or other flat surfaces.",,,,,
n03206282,"disco, discotheque",a public dance hall for dancing to recorded popular music.,,,,,
n04507155,umbrella,has bow a lightweight handheld collapsible canopy.,,,,,
n03180969,"detector, sensor, sensing element",any device that receives a signal or stimulus (as heat or pressure or light or motion etc.) and responds to it in a distinctive manner.,,,,,
n02382437,pony,any of various breeds of small gentle horses usually less than five feet high at the shoulder.,,,,,
n12268246,"oak, oak tree",a deciduous tree of the genus Quercus, has acorns and lobed leaves," ""great oaks grow from little acorns"".",,,
n07614500,"ice cream, icecream",frozen dessert containing cream and sugar and flavoring.,,,,,
n02800497,"basement, cellar",the lowermost portion of a structure partly or wholly below ground level, often used for storage.,,,,
n03928116,"piano, pianoforte, forte-piano",a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds.,,,,,
n10747119,vegetarian,eater of fruits and grains and nuts, someone who eats no meat or fish or (often) any animal products.,,,,
n02694045,aisle,part of a church divided laterally from the nave proper by rows of pillars or columns.,,,,,
n03502331,"head covering, veil",a garment that covers the head and face.,,,,,
n07893642,"champagne, bubbly",a white sparkling wine either produced in Champagne or resembling that produced there.,,,,,
n04599235,"wool, woolen, woollen",a fabric made from the hair of sheep.,,,,,
n02129165,"lion, king of beasts, Panthera leo",has bow large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male.,,,,,
n03643253,"laser, optical maser",an acronym for light amplification by stimulated emission of radiation, an optical device that produces an intense monochromatic beam of coherent light.,,,,
